Srno,EnglishRecepie,FlavourProfile,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Diet,Course,Cuisine,Region,StringCleanedLowerIngredientsFiltered,ProcessedCleanedLoweredIngredientsFiltered,common_alergens,URL
46,Cabbage and Carrot Sambharo Recipe  Gujarati Vegetable Stir Fry,Spicy,10,20,30,4,Vegetarian,Lunch,Gujarati Recipes,West India,carrots carrot cabbage patta gobi muttaikose green bell pepper capsicum haldi haldi sugar lemon juice salt sunflower oil mustard hinghing sprig curry green chillies lengthwise,"['carrots', 'carrot', 'cabbage', 'patta', 'gobi', 'muttaikose', 'bell', 'pepper', 'capsicum', 'haldi', 'haldi', 'sugar', 'lemon', 'salt', 'oil', 'mustard', 'hinghing', 'sprig', 'curry', 'chillies', 'lengthwise']","['carrot', 'mustard']",http://www.archanaskitchen.com/cabbage-and-carrot-sambharo-recipe-gujarati-vegetable-stirfry
47,Whole Wheat Pita Bread Recipe,Savory,30,40,70,6,Vegetarian,Main Course,Continental,International,purpose flour maida wheat flour active yeast salt sugar lukewarm water olive oil,"['flour', 'maida', 'wheat', 'flour', 'active', 'yeast', 'salt', 'sugar', 'lukewarm', 'water', 'olive', 'oil']",[],http://www.archanaskitchen.com/whole-wheat-pita-bread-recipe
48,Andhra Steel Tomato Knock Recipe (Tomato Chutney),Tangy,15,60,75,6,Vegetarian,Side Dish,Andhra,South India,tomato chillies adjustable tamarind chilli haldi haldi mustard methi methiseeds laung garlic sunflower oil salt,"['tomato', 'chillies', 'adjustable', 'tamarind', 'chilli', 'haldi', 'haldi', 'mustard', 'methi', 'methiseeds', 'laung', 'garlic', 'oil', 'salt']",['mustard'],http://www.archanaskitchen.com/andhra-style-tamati-pachadi-recipe-tomato-chutney
49,Herbal Brown Rice Recipe  Herbal Brown Rice Recipe,Tangy,10,20,30,4,Vegetarian,Side Dish,Continental,International,brown rice onions garlic oregano rosemary chilli flakes salt oil water according,"['brown', 'rice', 'onions', 'garlic', 'oregano', 'rosemary', 'chilli', 'flakes', 'salt', 'oil', 'water', 'according']",[],https://www.archanaskitchen.com/herbed-brown-rice-recipe-in-hindi
50,Aamras Recipe  Ripe Mango Ras,Sweet,10,5,15,4,Vegan,Side Dish,North Indian Recipes,North India,mango ripe water sugar,"['mango', 'water', 'sugar']",['mango'],http://www.archanaskitchen.com/gujarati-aamras-recipe-a-delicious-mango-pulp
51,Rajasthani very roti recipe,Savory,20,25,45,4,Vegetarian,Lunch,Rajasthani,North India,wheat flour salt water ghee,"['wheat', 'flour', 'salt', 'water', 'ghee']",['ghee'],http://www.archanaskitchen.com/rajasthani-khooba-roti-recipe
52,Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),Tangy,15,10,25,4,Vegetarian,Side Dish,South Indian Recipes,South India,ridge gourd skin turai peerkangai urad dal methi methiseeds chillies curry tamarind mustard chillies curry sunflower oil salt,"['ridge', 'gourd', 'skin', 'turai', 'peerkangai', 'urad', 'dal', 'methi', 'methiseeds', 'chillies', 'curry', 'tamarind', 'mustard', 'chillies', 'curry', 'oil', 'salt']",['mustard'],http://www.archanaskitchen.com/peerkangai-thogayal-recipe-ridge-gourd-peel-chutney
53,Dalia Pakora Recipe  Dalia Pakora Recipe,Crispy,10,15,25,4,Vegetarian,Snack,Indian,Indian,wheat dalia godumai rava salt sunflower oil flour besan onion coriander coriander green chilli salt haldi haldi jeera jeera ajwain carom sunflower oil water pakora batter enos fruit salt sunflower oil the pakoras,"['wheat', 'dalia', 'godumai', 'rava', 'salt', 'oil', 'gram', 'flour', 'besan', 'onion', 'coriander', 'coriander', 'chilli', 'salt', 'haldi', 'haldi', 'jeera', 'jeera', 'ajwain', 'carom', 'oil', 'water', 'pakora', 'batter', 'enos', 'fruit', 'salt', 'oil', 'fry', 'the', 'pakoras']",[],https://www.archanaskitchen.com/dalia-pakora-recipe-broken-wheat-pakora-in-hindi
54,Paneer Tikka Saddle Roll Recipe,Spicy,30,30,60,4,Vegetarian,Snack,Bengali Recipes,East India,wheat flour salt ghee ghee paneer paneer hung curd greek curd flour besan ginger laung garlic kasuri methi dried methileaves haldi haldi chaat masala garam masala mint mint salt coal giving smoked flavour mint mint green bell pepper capsicum onion lemon juice extracted salt,"['wheat', 'flour', 'salt', 'ghee', 'ghee', 'paneer', 'paneer', 'curd', 'curd', 'gram', 'flour', 'besan', 'ginger', 'laung', 'garlic', 'kasuri', 'methi', 'methileaves', 'haldi', 'haldi', 'chaat', 'masala', 'garam', 'masala', 'mint', 'mint', 'salt', 'coal', 'giving', 'smoked', 'flavour', 'mint', 'mint', 'bell', 'pepper', 'capsicum', 'onion', 'lemon', 'extracted', 'salt']","['ghee', 'paneer', 'curd']",https://www.archanaskitchen.com/paneer-tikka-kathi-roll-recipe
55,Pan Fried Rice Balls Filled With Cheese Recipe,Savory,20,45,65,4,Vegetarian,Appetizer,Continental,International,olive oil butter unsalted onion jasmine rice salt corn parsley parmesan cheese mozzarella cheese purpose flour maida egg beaten fork wheat bread crumbs sunflower oil deep,"['olive', 'oil', 'butter', 'onion', 'jasmine', 'rice', 'salt', 'corn', 'parsley', 'parmesan', 'cheese', 'mozzarella', 'cheese', 'flour', 'maida', 'egg', 'beaten', 'with', 'fork', 'wheat', 'bread', 'crumbs', 'oil', 'deep']","['butter', 'cheese', 'corn']",http://www.archanaskitchen.com/pan-fried-rice-balls-filled-with-cheese-recipe
56,Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,Spicy,10,55,65,6,Non Vegeterian,Lunch,South Indian Recipes,South India,fish fillet basa prawn clamps baby potatoes carrots carrot onion tomato fresh chillies laung garlic jeera jeera paprika salt lemon juice black pepper coriander coriander olive oil chicken coconut milk,"['fish', 'fillet', 'basa', 'prawn', 'clamps', 'baby', 'potatoes', 'carrots', 'carrot', 'onion', 'tomato', 'chillies', 'laung', 'garlic', 'jeera', 'jeera', 'paprika', 'salt', 'lemon', 'pepper', 'coriander', 'coriander', 'olive', 'oil', 'chicken', 'coconut', 'milk']","['milk', 'fish', 'prawn', 'carrot', 'chicken']",https://www.archanaskitchen.com/spicy-seafood-stew-casserole-with-tomatoes-and-lime-recipe
57,Spicy Chilli Garlic Noodles Recipe,Spicy,10,30,40,4,Vegetarian,Dinner,Asian,International,hakka noodles water salt sunflower oil sunflower oil onion green bell pepper capsicum laung garlic crushed soy sauce chilli sauce vinegar tomato ketchup chillies crushed chilli flakes salt black pepper,"['hakka', 'noodles', 'water', 'salt', 'oil', 'oil', 'onion', 'bell', 'pepper', 'capsicum', 'laung', 'garlic', 'soy', 'chilli', 'vinegar', 'tomato', 'ketchup', 'chillies', 'chilli', 'flakes', 'salt', 'pepper']",[],http://www.archanaskitchen.com/spicy-chilli-garlic-noodles-recipe
58,Chanar Dal Recipe  Bengali Steel Paneer  Potato Gravy,Savory,15,60,75,4,Vegetarian,Lunch,Bengali Recipes,East India,paneer paneer potato aloo tej tej patta chilli panch phoran masala roasted powdered tomato big sized haldi haldi chilli jeera jeera roasted powdered ginger salt sugar sunflower oil,"['paneer', 'paneer', 'potato', 'aloo', 'peeled', 'tej', 'tej', 'patta', 'chilli', 'panch', 'phoran', 'masala', 'tomato', 'big', 'sized', 'haldi', 'haldi', 'chilli', 'jeera', 'jeera', 'ginger', 'salt', 'sugar', 'oil']",['paneer'],https://www.archanaskitchen.com/chanar-dalna-recipe-bengali-style-paneer-potato-gravy
59,Cheesy Garlic Broccoli Nuggets Recipe,Savory,20,15,35,6,Non Vegeterian,Snack,Indian,Indian,broccoli florets mozzarella cheese nutralite cheesy garlic mayo corn flour wheat bread crumbs salt nutralite garlic oregano spread pan roasting,"['broccoli', 'florets', 'mozzarella', 'cheese', 'nutralite', 'cheesy', 'garlic', 'mayo', 'corn', 'flour', 'wheat', 'bread', 'crumbs', 'salt', 'nutralite', 'garlic', 'oregano', 'spread', 'pan', 'roasting']","['cheese', 'corn']",https://www.archanaskitchen.com/broccoli-nuggets-recipe
60,Bengali radish potato vegetable recipe,Savory,15,20,35,4,Vegetarian,Lunch,Bengali Recipes,East India,mooli mullangi radish piece potato aloo piece onion green chilli kasundi mustard sauce chilli haldi haldi mustard jeera jeera kalonji onion nigella mustard oil adjustable sugar salt,"['mooli', 'mullangi', 'radish', 'piece', 'potato', 'aloo', 'piece', 'onion', 'chilli', 'kasundi', 'mustard', 'chilli', 'haldi', 'haldi', 'mustard', 'jeera', 'jeera', 'kalonji', 'onion', 'nigella', 'mustard', 'oil', 'adjustable', 'sugar', 'salt']",['mustard'],https://www.archanaskitchen.com/bengali-mooli-aloo-ki-sabzi-in-mustard-gravy-recipe
61,Beetroot Sambar Recipe,Tangy,10,45,55,3,High Protein Vegetarian,Lunch,South Indian Recipes,South India,chakundar peel chop arhar dal tamarind water sambar mustard hing curry chili sesame oil sprig coriander garnish salt,"['chakundar', 'peel', 'chop', 'arhar', 'dal', 'tamarind', 'water', 'sambar', 'mustard', 'hing', 'curry', 'chili', 'sesame', 'oil', 'sprig', 'coriander', 'salt']","['sesame', 'mustard']",http://www.archanaskitchen.com/beetroot-sambar-recipe-in-hindi
62,Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),Savory,10,25,35,3,High Protein Vegetarian,Indian Breakfast,North Indian Recipes,North India,wheat flour spinach kaddu parangikai pumpkin one preferably chilli haldi haldi coriander coriander jeera jeera salt water dough sunflower oil rotis,"['wheat', 'flour', 'spinach', 'kaddu', 'parangikai', 'pumpkin', 'one', 'preferably', 'chilli', 'haldi', 'haldi', 'coriander', 'coriander', 'jeera', 'jeera', 'salt', 'water', 'dough', 'oil', 'rotis']",[],http://www.archanaskitchen.com/kaddu-palak-roti-recipe-pumpkin-spinach-flat-bread
63,Iranian Baida Curry Recipe,Savory,10,30,40,4,Non Vegeterian,Lunch,Middle Eastern,International,egg onion jaggery salt sunflower oil sprig coriander coriander fresh coconut coriander coriander chilli sesame til poppy ginger laung garlic almond almond,"['egg', 'onion', 'jaggery', 'salt', 'oil', 'sprig', 'coriander', 'coriander', 'coconut', 'coriander', 'coriander', 'chilli', 'sesame', 'til', 'poppy', 'ginger', 'laung', 'garlic', 'almond', 'almond']",['sesame'],https://www.archanaskitchen.com/iranian-baida-curry-recipe
64,Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),Spicy,20,30,50,4,High Protein Vegetarian,North Indian Breakfast,North Indian Recipes,North India,flour besan coconut milk water ginger laung garlic ajwain carom hinghing haldi haldi baking soda green chillies onion tomato coriander coriander handful salt sunflower oil,"['gram', 'flour', 'besan', 'coconut', 'milk', 'water', 'ginger', 'laung', 'garlic', 'ajwain', 'carom', 'hinghing', 'haldi', 'haldi', 'baking', 'soda', 'chillies', 'onion', 'tomato', 'coriander', 'coriander', 'handful', 'salt', 'oil']",['milk'],http://www.archanaskitchen.com/vegan-chickpea-omelette-recipe-spiced-chickpea-flour-pancakes
65,Peanut Pudding Recipe  saltPudding  Firm Mod Modak,Sweet,10,30,40,12,Vegetarian,Snack,Maharashtrian Recipes,West India,rice flour water sunflower oil salt urad dal hours green chillies ginger hinghing salt sesame gingelly oil mustard sprig curry,"['rice', 'flour', 'water', 'oil', 'salt', 'urad', 'dal', 'hours', 'chillies', 'ginger', 'hinghing', 'salt', 'sesame', 'gingelly', 'oil', 'mustard', 'sprig', 'curry']","['sesame', 'mustard']",https://www.archanaskitchen.com/ulundu-kozhukattai-recipe-uppu-kozhukattai-urad-dal-modak
66,Singapore Style Chicken Layered Fried Rice Recipe,Spicy,30,45,75,12,Vegetarian,Main Course,Asian,International,boneless chicken cubed spring onion greens green chillies garlic soy sauce lemon juice black pepper chilli jeera jeera chilli sauce chilli sauce tomato chilli sauce salt chilli sauce sunflower oil rice minutes garlic crushed ginger crushed green chillies roasted green bell pepper capsicum spring onion bulb greens onions cubed carrots carrot cubed salt chinese spice pepper sunflower oil egg noodles boiled tossed oil classic mayonnaise egg tomato ketchup chilli sauce vinegar,"['boneless', 'chicken', 'cubed', 'spring', 'onion', 'greens', 'chillies', 'garlic', 'minced', 'soy', 'lemon', 'pepper', 'chilli', 'jeera', 'jeera', 'chilli', 'chilli', 'tomato', 'chilli', 'salt', 'chilli', 'oil', 'rice', 'minutes', 'garlic', 'ginger', 'chillies', 'bell', 'pepper', 'capsicum', 'spring', 'onion', 'bulb', 'greens', 'onions', 'cubed', 'carrots', 'carrot', 'cubed', 'salt', 'chinese', 'spice', 'pepper', 'oil', 'egg', 'noodles', 'boiled', 'tossed', 'oil', 'classic', 'mayonnaise', 'with', 'egg', 'tomato', 'ketchup', 'chilli', 'vinegar']","['carrot', 'chicken']",http://www.archanaskitchen.com/singapore-style-chicken-layered-fried-rice-recipe
67,Tofu Pulao Recipe,Spicy,20,45,65,4,Vegetarian,Dinner,Indian,Indian,rice ghee jeera tej lentil sugar green chillies ginger garlic onions tomato take capsicum green chilli haldi coriander garam masala tofu salt according coriander garnish,"['rice', 'ghee', 'jeera', 'tej', 'lentil', 'sugar', 'chillies', 'ginger', 'garlic', 'onions', 'tomato', 'take', 'capsicum', 'chilli', 'haldi', 'coriander', 'garam', 'masala', 'tofu', 'salt', 'according', 'coriander']",['ghee'],https://www.archanaskitchen.com/tofu-pulao-recipe-in-hindi
68,Masala Sandwich Recipe With Rocket Leaves,Spicy,15,15,30,2,Vegetarian,Indian Breakfast,Fusion,International,paneer paneer potatoes aloo boiled mashed onion julienned ginger laung garlic green bell pepper capsicum julienned tomato pav bhaji masala salt coriander coriander french bread rye bread sandwiches rocket salad the sandwich,"['paneer', 'paneer', 'potatoes', 'aloo', 'boiled', 'onion', 'julienned', 'ginger', 'laung', 'garlic', 'bell', 'pepper', 'capsicum', 'julienned', 'tomato', 'pav', 'bhaji', 'masala', 'salt', 'coriander', 'coriander', 'french', 'bread', 'rye', 'bread', 'sandwiches', 'rocket', 'salad', 'the', 'sandwich']",['paneer'],http://www.archanaskitchen.com/masala-sandwich-recipe-with-rocket-leaves
69,Tomato Relish Recipe,Tangy,0,30,30,4,Vegetarian,Side Dish,Continental,International,tomato onion wine vinaigrette dried oregano laung garlic black pepper dijon mustard cane sugar olive oil salt,"['tomato', 'onion', 'wine', 'vinaigrette', 'oregano', 'laung', 'garlic', 'minced', 'pepper', 'dijon', 'mustard', 'cane', 'sugar', 'olive', 'oil', 'salt']",['mustard'],http://www.archanaskitchen.com/tomato-relish-recipe
70,Dubuk Vade Recipe  Khandeshi Gram Flour Dumpling Curry,Spicy,10,35,45,4,Vegetarian,Lunch,Maharashtrian Recipes,West India,onions laung garlic fresh coconut coriander coriander jeera jeera chilli haldi haldi garam masala salt flour besan chilli haldi haldi salt,"['onions', 'laung', 'garlic', 'coconut', 'coriander', 'coriander', 'jeera', 'jeera', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'salt', 'gram', 'flour', 'besan', 'chilli', 'haldi', 'haldi', 'salt']",[],http://www.archanaskitchen.com/dubuk-vade-recipe-khandeshi-gram-flour-dumpling-curry
71,Radish Soup Recipe,Tangy,10,30,40,4,Vegetarian,Side Dish,Indian,Indian,mooli mullangi radish one water garam masala salt black pepper mooli mullangi radish slices coriander coriander garnish,"['mooli', 'mullangi', 'radish', 'one', 'water', 'garam', 'masala', 'salt', 'pepper', 'mooli', 'mullangi', 'radish', 'slices', 'coriander', 'coriander']",[],https://www.archanaskitchen.com/radish-soup-recipe
72,Mango Donut Cake Recipe With Chocolate Glaze,Sweet,25,26,51,4,Vegetarian,Dessert,Continental,International,vivatta maida mango pulp puree baking baking soda sunflower oil sugar salt vanilla extract dark chocolate fresh cream cocoa sugar powdered,"['vivatta', 'maida', 'mango', 'pulp', 'baking', 'baking', 'soda', 'oil', 'sugar', 'salt', 'vanilla', 'chocolate', 'cream', 'cocoa', 'sugar']",['mango'],http://www.archanaskitchen.com/mango-donut-cake-with-chocolate-glaze-recipe
73,Matar Paneer Kachori Korma Recipe  Green Peas And Paneer Kachori Curry,Spicy,50,30,80,4,Vegetarian,Lunch,North Indian Recipes,North India,purpose flour maida sunflower oil ajwain carom salt sunflower oil green peas matar paneer paneer crumbled coriander coriander chilli amchur mango haldi haldi sunflower oil saltand pepper onion tomato puree ginger garlic cashews curd curd curd laung laung mace javitri cardamom elaichi podsseeds elaichi stick dalchini jeera jeera garam masala chilli haldi haldi coriander coriander kasuri methi dried methileaves sugar salt coriander coriander fresh cream garnishing sunflower oil,"['flour', 'maida', 'oil', 'ajwain', 'carom', 'salt', 'oil', 'peas', 'matar', 'paneer', 'paneer', 'crumbled', 'coriander', 'coriander', 'chilli', 'amchur', 'mango', 'haldi', 'haldi', 'oil', 'saltand', 'pepper', 'onion', 'tomato', 'ginger', 'garlic', 'cashews', 'curd', 'curd', 'curd', 'laung', 'laung', 'mace', 'javitri', 'cardamom', 'elaichi', 'podsseeds', 'elaichi', 'dalchini', 'jeera', 'jeera', 'garam', 'masala', 'chilli', 'haldi', 'haldi', 'coriander', 'coriander', 'kasuri', 'methi', 'methileaves', 'sugar', 'salt', 'coriander', 'coriander', 'cream', 'garnishing', 'oil']","['mango', 'paneer', 'curd']",http://www.archanaskitchen.com/matar-paneer-kachori-korma-recipe-green-peas-and-paneer-kachori-curry
74,Zucchini Roll Up Lasagne Recipe,Savory,20,45,65,4,Vegetarian,Dinner,Continental,International,green zucchini salt olive oil mozzarella cheese green zucchini bell pepper capsicum onion laung garlic dried thyme rosemary chilli flakes salt tomato onion laung garlic black pepper corns crushed chilli flakes sugar basil salt,"['zucchini', 'salt', 'olive', 'oil', 'mozzarella', 'cheese', 'zucchini', 'bell', 'pepper', 'capsicum', 'onion', 'laung', 'garlic', 'thyme', 'rosemary', 'chilli', 'flakes', 'salt', 'tomato', 'onion', 'laung', 'garlic', 'pepper', 'corns', 'chilli', 'flakes', 'sugar', 'basil', 'salt']",['cheese'],http://www.archanaskitchen.com/zucchini-roll-up-lasagne-recipe
75,Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),Sweet,30,30,60,4,Vegetarian,Lunch,South Indian Recipes,South India,fresh coconut rice mustard urad dal chana dal bengal dal peanut peanut fistful sprig curry green chillies ginger coconut oil salt,"['coconut', 'rice', 'mustard', 'urad', 'dal', 'chana', 'dal', 'gram', 'dal', 'peanut', 'peanut', 'fistful', 'sprig', 'curry', 'chillies', 'ginger', 'coconut', 'oil', 'salt']",['mustard'],https://www.archanaskitchen.com/south-indian-thengai-sadam-recipe-a-quick-and-healthy-coconut-rice
76,Karwar Style Ambade Udid Methi Recipe  Hog Plum Curry,Tangy,25,25,50,4,Vegetarian,Lunch,Coastal Karnataka,South India,hog plum amtekai ambade fresh coconut haldi haldi coriander coriander black urad dal rice rice methi methiseeds black peppercorns chilli jaggery hinghing karela bitter gourd pavakkai salt sunflower oil sunflower oil mustard hinghing,"['hog', 'plum', 'amtekai', 'ambade', 'coconut', 'haldi', 'haldi', 'coriander', 'coriander', 'urad', 'dal', 'rice', 'rice', 'methi', 'methiseeds', 'peppercorns', 'chilli', 'jaggery', 'hinghing', 'karela', 'bitter', 'gourd', 'pavakkai', 'salt', 'oil', 'oil', 'mustard', 'hinghing']",['mustard'],http://www.archanaskitchen.com/ambade-udid-methi-recipe-karwar-style-hog-plum-curry
